OBJECTID,Proponent,Branch,Base,Facility,Airspace,Reason,State,FAA_ID,POC,Floor,Ceiling,County,Shape__Area,Shape__Length
1552,DOJ,BUREAU OF PRISONS,Greenville,FCI Greenville 2,CLASS D,NATIONAL SECURITY,IL,20230224-DOJ-Greenville-FCI Greenville 2,Control Center (618) 664-6200,Surface,400' AGL,BOND,2.37086496781558e-05,0.0197759391181425
1553,DOJ,BUREAU OF PRISONS,Greenville,FCI Greenville 3,CLASS D,NATIONAL SECURITY,IL,20230224-DOJ-Greenville-FCI Greenville 3,Control Center (618) 664-6200,Surface,400' AGL,BOND,3.2580019251327e-06,0.0103866121760004
1554,DOJ,BUREAU OF PRISONS,Greenville,FCI Greenville 4,CLASS D,NATIONAL SECURITY,IL,20230224-DOJ-Greenville-FCI Greenville 4,Control Center (618) 664-6200,Surface,400' AGL,BOND,1.53873168073915e-05,0.0157227709250835
1555,DOJ,BUREAU OF PRISONS,Greenville,FCI Greenville 5,CLASS D,NATIONAL SECURITY,IL,20230224-DOJ-Greenville-FCI Greenville 5,Control Center (618) 664-6200,Surface,400' AGL,BOND,5.82783286517952e-06,0.0115495276664402
1556,DOD,USN,Naval Base Coronado (NBC),RTS Warner Springs 7,CLASS E,"NATIONAL SECURITY; 10 USC 130i covered mission; highly sensitive special operations area",CA,20230302-DOD-Naval Base Coronado-RTS Warner Springs 7,"Jodi Santiago; email: Jodi.Santiago@navy.mil; phone: (619) 767-1605",Surface,400' AGL,SAN DIEGO,2.3231976228999e-05,0.0203499508057926
1557,DOD,USN,Naval Base Coronado (NBC),RTS Warner Springs 1,CLASS E,"NATIONAL SECURITY; 10 USC 130i covered mission; highly sensitive special operations area",CA,20230302-DOD-Naval Base Coronado-RTS Warner Springs 1,"Jodi Santiago; email: Jodi.Santiago@navy.mil; phone: (619) 767-1605",Surface,400' AGL,SAN DIEGO,0.000504274530612747,0.143282439957665
1558,DOD,USN,Naval Base Coronado (NBC),RTS Warner Springs 2,CLASS E,"NATIONAL SECURITY; 10 USC 130i covered mission; highly sensitive special operations area",CA,20230302-DOD-Naval Base Coronado-RTS Warner Springs 2,"Jodi Santiago; email: Jodi.Santiago@navy.mil; phone: (619) 767-1605",Surface,400' AGL,SAN DIEGO,0.000402224972731346,0.0879529065694113
1559,DOD,USN,Naval Base Coronado (NBC),RTS Warner Springs 3,CLASS E,"NATIONAL SECURITY; 10 USC 130i covered mission; highly sensitive special operations area",CA,20230302-DOD-Naval Base Coronado-RTS Warner Springs 3,"Jodi Santiago; email: Jodi.Santiago@navy.mil; phone: (619) 767-1605",Surface,400' AGL,SAN DIEGO,0.000148518090099969,0.0514063672092478
1560,DOD,USN,Naval Base Coronado (NBC),RTS Warner Springs 4,CLASS E,"NATIONAL SECURITY; 10 USC 130i covered mission; highly sensitive special operations area",CA,20230302-DOD-Naval Base Coronado-RTS Warner Springs 4,"Jodi Santiago; email: Jodi.Santiago@navy.mil; phone: (619) 767-1605",Surface,400' AGL,SAN DIEGO,0.000237522119959976,0.0806883357822118
1561,DOD,USN,Naval Base Coronado (NBC),RTS Warner Springs 5,CLASS E,"NATIONAL SECURITY; 10 USC 130i covered mission; highly sensitive special operations area",CA,20230302-DOD-Naval Base Coronado-RTS Warner Springs 5,"Jodi Santiago; email: Jodi.Santiago@navy.mil; phone: (619) 767-1605",Surface,400' AGL,SAN DIEGO,3.10473819808976e-06,0.00918351757555393
1562,DOD,USN,Naval Base Coronado (NBC),RTS Warner Springs 6,CLASS E,"NATIONAL SECURITY; 10 USC 130i covered mission; highly sensitive special operations area",CA,20230302-DOD-Naval Base Coronado-RTS Warner Springs 6,"Jodi Santiago; email: Jodi.Santiago@navy.mil; phone: (619) 767-1605",Surface,400' AGL,SAN DIEGO,1.74718522885087e-05,0.0298023406548325
1563,DOD,USAF,,Installation,CLASS D/G,NATIONAL SECURITY,KS,20230302-DOD-Installation,Airfield Management: 785-861-4649  Emergency: BDOC: 785-861-4200,Surface,400' AGL,SHAWNEE,7.39069892006228e-05,0.0431919364582777
1564,DOD,USN,Naval Base Coronado (NBC),RTS Warner Springs 8,CLASS E,"NATIONAL SECURITY; 10 USC 130i covered mission; highly sensitive special operations area",CA,20230302-DOD-Naval Base Coronado-RTS Warner Springs 8,"Jodi Santiago; email: Jodi.Santiago@navy.mil; phone: (619) 767-1605",Surface,400' AGL,SAN DIEGO,2.3726409608571e-05,0.019325709496359
1565,DOD,ARMY,Detroit Arsenal,Detroit Arsenal,CLASS G,NATIONAL SECURITY,MI,20230316-DOD-Detroit Arsenal,"Senior Watch Officer, 586-282-2773; 24 HR Emergency Contact 586-282-2773;MAJ. GEN. DARREN L. WERNER",Surface,400' AGL,WARREN,8.01070141278615e-05,0.043237918321524
1566,DOJ,BUREAU OF PRISONS,El Reno,FCI El Reno 1,CLASS D,NATIONAL SECURITY,OK,20230317-DOJ-El Reno-FCI El Reno 1,Control Center (405) 262-4875,Surface,400' AGL,CANADIAN,0.00020671687138929,0.0586045634467261
1567,DOJ,BUREAU OF PRISONS,El Reno,FCI El Reno 2,CLASS D,NATIONAL SECURITY,OK,20230317-DOJ-El Reno-FCI El Reno 2,Control Center (405) 262-4875,Surface,400' AGL,CANADIAN,0.000251376779715429,0.0629782571769871
1568,DOJ,BUREAU OF PRISONS,Estill,FCI Estill 1,CLASS D,NATIONAL SECURITY,SC,20230324-DOJ-Estill-FCI Estill 1,Control Center (803) 625-4607,Surface,400' AGL,HAMPTON,7.89346445344563e-05,0.042555996279883
1569,DOJ,BUREAU OF PRISONS,Estill,FCI Estill 2,CLASS D,NATIONAL SECURITY,SC,20230324-DOJ-Estill-FCI Estill 2,Control Center (803) 625-4607,Surface,400' AGL,HAMPTON,6.34048296888068e-06,0.0123584592231199
1570,DOJ,BUREAU OF PRISONS,Estill,FCI Estill 3,CLASS D,NATIONAL SECURITY,SC,20230324-DOJ-Estill-FCI Estill 3,Control Center (803) 625-4607,Surface,400' AGL,HAMPTON,5.4999347867124e-06,0.0109732873162606
1571,DOJ,BUREAU OF PRISONS,Gilmer,FCI Gilmer,CLASS D,NATIONAL SECURITY,WV,20230324-DOJ-Gilmer-FCI Gilmer,Control center (304) 626-2500,Surface,400' AGL,GILMER,0.000125828849377285,0.0568248103071175
1572,DOD,USAF,Will Rodgers ANGB,Installation,CLASS D/G,NATIONAL SECURITY,OK,20230329-DOD-Will Rodgers ANGB-Installation,BDOC: 405-686-5301,Surface,400' AGL,OKLAHOMA,5.04069473663549e-05,0.03586672959949
1573,DOJ,BUREAU OF PRISONS,Fairton,FCI Fairton,CLASS D,NATIONAL SECURITY,NJ,20230331-DOJ-Fairton-FCI Fairton,Control Center (856) 453-1177,Surface,400' AGL,CUMBERLAND,9.05937242805521e-05,0.0447932836801849
1574,DOD,USA,Fort Greely,Allen AAF,CLASS D,NATIONAL SECURITY,AK,20230411-DOD-Fort Greely-Allen AAF,"Darren Benson (907) 873-7400 - Darren.c.benson.civ@army.mil
",Surface,400' AGL,SOUTHEAST FAIRBANKS,0.0212054224648455,0.672113348055676
1575,DOD,USA,Fort Wainwright,Gerstle River Training Area,CLASS D,NATIONAL SECURITY,AK,20230411-DOD-Fort Wainwright-Gerstle River Training Area,Reed Greenwood (907) 384-1779 - reed.r.greenwood10.civ@army.mil,Surface,400' AGL,SOUTHEAST FAIRBANKS,0.0151645157675375,0.65359819598183
1576,DOD,USA,Fort Wainwright,Donnelly Training Area,CLASS D,NATIONAL SECURITY,AK,20230411-DOD-Fort Wainwright-Donnelly Training Area,Reed Greenwood (907) 384-1779 - reed.r.greenwood10.civ@army.mil,Surface,400' AGL,SOUTHEAST FAIRBANKS,0.452860787868303,4.91049907783614
1577,DOD,USA,Fort Wainwright,Black Rapids Training Area,CLASS D,NATIONAL SECURITY,AK,20230411-DOD-Fort Wainwright-Black Rapids Training Area 2,Reed Greenwood (907) 384-1779 - reed.r.greenwood10.civ@army.mil,Surface,400' AGL,SOUTHEAST FAIRBANKS,0.000386777493986301,0.164442713754315
1578,DOD,USA,Fort Wainwright,Black Rapids Training Area,CLASS D,NATIONAL SECURITY,AK,20230411-DOD-Fort Wainwright-Black Rapids Training Area 1,Reed Greenwood (907) 384-1779 - reed.r.greenwood10.civ@army.mil,Surface,400' AGL,SOUTHEAST FAIRBANKS,0.00307439260905085,0.274451825971156
1579,DOD,USAF,LITTLE MT TRAINING ANNEX,Installation,CLASS E/G,NATIONAL SECURITY,UT,20230414-DOD-LITTLE MT TRAINING ANNEX,"Airfield Management: 801-777-1861; BDOC: 801-777-6669",Surface,400' AGL,WEBER,0.000749317885038181,0.123929903950039
1580,DOD,USAF,UTTR RANGE NORTH,Installation,CLASS E/G,NATIONAL SECURITY,UT,20230414-DOD-UTTR RANGE NORTH,"Airfield Management: 801-777-1861; BDOC: 801-777-6669",Surface,400' AGL,TOOELE,0.160067030377377,2.37543224317828
1581,DOD,USAF,UTTR RANGE SOUTH,Installation,CLASS E/G,NATIONAL SECURITY,UT,20230414-DOD-UTTR RANGE SOUTH,"Airfield Management: 801-777-1861; BDOC: 801-777-6669",Surface,400' AGL,TOOELE,0.24581425466522,2.49901308155113
1582,DOD,USAF,McGhee Tyson ANGB,Installation,CLASS D/G,NATIONAL SECURITY,TN,20230414-DOD-McGhee Tyson ANGB,"Airfield Management: 865-336-4419; BDOC: 865-336-3275",Surface,400' AGL,BLOUNT,0.000143707717370489,0.0778006854404704
1583,DOD,USAF,SIOUX GATEWAY APT (ANG) SITE#2,Installation,CLASS D/G,NATIONAL SECURITY,IA,20230414-DOD-SIOUX GATEWAY APT (ANG)-Installation 2,"Airfield Management: 712-233-0206; BDOC: 712-233-0780",Surface,400' AGL,WOODBURY,8.23990149001474e-06,0.0280653929534208
1584,DOD,USAF,SIOUX GATEWAY APT (ANG) SITE#3,Installation,CLASS D/G,NATIONAL SECURITY,IA,20230414-DOD-SIOUX GATEWAY APT (ANG)-Installation 3,"Airfield Management: 712-233-0206; BDOC: 712-233-0780",Surface,400' AGL,WOODBURY,1.88516628440993e-06,0.00752596718602943
1585,DOD,USAF,SIOUX GATEWAY APT (ANG) SITE#1,Installation,CLASS D/G,NATIONAL SECURITY,IA,20230414-DOD-SIOUX GATEWAY APT (ANG)-Installation 1,"Airfield Management: 712-233-0206; BDOC: 712-233-0780",Surface,400' AGL,WOODBURY,5.17546659466461e-05,0.0606896168513666
1586,DOJ,BUREAU OF PRISONS,Petersburg,FCC Petersburg 2,CLASS G,NATIONAL SECURITY,VA,20230418-DOJ-Petersburg-FCC Petersburg 2,Control Center ( 805) 504-7200,Surface,400' AGL,PRINCE GEORGE ,4.27391682933376e-05,0.0346171001100296
1587,DOJ,BUREAU OF PRISONS,Petersburg,FCC Petersburg 1,CLASS G,NATIONAL SECURITY,VA,20230418-DOJ-Petersburg-FCC Petersburg 1,Control Center ( 805) 504-7200,Surface,400' AGL,PRINCE GEORGE ,0.000202633861363211,0.0763241040693679
1588,DOJ,BUREAU OF PRISONS,Petersburg,FCC Petersburg 3,CLASS G,NATIONAL SECURITY,VA,20230418-DOJ-Petersburg-FCC Petersburg 3,Control Center ( 805) 504-7200,Surface,400' AGL,PRINCE GEORGE ,1.12295840608567e-05,0.0147289282342087
1589,DOJ,BUREAU OF PRISONS,Lexington,FMC Lexington,CLASS D,NATIONAL SECURITY,KY,20230418-DOJ-Lexington-FMC Lexington,Control Center (859) 255-6812,Surface,400' AGL,FAYETTE,0.00012171755770396,0.0607397722545271
1590,DOJ,BUREAU OF PRISONS,Fort Worth,FMC Fort Worth 1,CLASS G,NATIONAL SECURITY,TX,20230427-DOJ-Fort Worth-FMC Fort Worth 1,Control Center (817) 534-8400,Surface,400' AGL,TARRANT,4.51684384188411e-05,0.0315020294445575
1591,DOJ,BUREAU OF PRISONS,Fort Worth,FMC Fort Worth 2,CLASS G,NATIONAL SECURITY,TX,20230427-DOJ-Fort Worth-FMC Fort Worth 2,Control Center (817) 534-8400,Surface,400' AGL,TARRANT,7.68406243878417e-06,0.0194705280242431
1592,DOJ,BUREAU OF PRISONS,Fort Worth,FMC Fort Worth 3,CLASS G,NATIONAL SECURITY,TX,20230427-DOJ-Fort Worth-FMC Fort Worth 3,Control Center (817) 534-8400,Surface,400' AGL,TARRANT,3.87544537261419e-06,0.0140391372063554
1593,DOJ,BUREAU OF PRISONS,Fort Worth,FMC Fort Worth 4,CLASS G,NATIONAL SECURITY,TX,20230427-DOJ-Fort Worth-FMC Fort Worth 4,Control Center (817) 534-8400,Surface,400' AGL,TARRANT,1.16727683234785e-05,0.0149616970040387
1594,DOJ,BUREAU OF PRISONS,Manchester,FCI Manchester,CLASS D,NATIONAL SECURITY,KY,20230427-DOJ-Manchester-FCI Manchester,Control Center (606) 598-1900,Surface,400' AGL,CLAY,8.1885251802305e-05,0.0414844430937746
1595,DOD,USAF,Sioux Falls- Joe Foss Field ANGB,Installation 1,CLASS D,NATIONAL SECURITY,SD,20230505-DOD-Sioux Falls- Joe Foss Field ANGB-Installation 1,"MSgt Charissa Lehman, DSN 798-7754 (605) 988-5754",Surface,400' AGL,MINNEHAHA,1.12423272184969e-05,0.0316796069218359
1596,DOD,USAF,Sioux Falls- Joe Foss Field ANGB,Installation 2,CLASS D,NATIONAL SECURITY,SD,20230505-DOD-Sioux Falls- Joe Foss Field ANGB-Installation 2,"MSgt Charissa Lehman, DSN 798-7754 (605) 988-5754",Surface,400' AGL,MINNEHAHA,4.55194954156468e-05,0.0361983540120008
1597,DOJ,BUREAU OF PRISONS,Seagoville,"FCI Seagoville, TX",CLASS D,NATIONAL SECURITY,TX,"20230508-DOJ-Seagoville-FCI Seagoville, TX",Control Center (972) 287-2911,Surface,400' AGL,DALLAS,0.000154464773231666,0.0717611725207049
1598,DOD,USN,Naval Base Coronado,Naval Base Coronado,CLASS D/E/G,"NATIONAL SECURITY; 10 USC 130i covered mission; security concerns related to arming, navigating and maintaining Navy vessels",CA,20230508-DOD-Naval Base Coronado,Naval Base Coronado Operations Duty Officer (24/7) 619-545-8233,Surface,400' AGL,SAN DIEGO,7.05836091583478e-05,0.0470530339595539
1599,DOJ,BUREAU OF PRISONS,Phoenix,FCI Phoenix,CLASS D,NATIONAL SECURITY,AZ,20230510-DOJ-Phoenix-FCI Phoenix,Control Center (623) 456-9757,Surface,400' AGL,MARICOPA,8.05618060439883e-05,0.0365724881094023
1600,DOD,USAF,"Stratton ANGB (Sechenectady County Airport), Schenectady, NY",Installation 2,CLASS D,NATIONAL SECURITY,NY,20230512-DOD-Stratton ANGB-Installation 2,Airfield Management: 518-344-2303 Emergency: BDOC: 518-344-2400,Surface,400' AGL,SCHENECTADY,4.5135836899135e-06,0.0098251062658231
1601,DOD,USAF,"Stratton ANGB (Sechenectady County Airport), Schenectady, NY",Installation 1,CLASS D,NATIONAL SECURITY,NY,20230512-DOD-Stratton ANGB-Installation 1,Airfield Management: 518-344-2303 Emergency: BDOC: 518-344-2400,Surface,400' AGL,SCHENECTADY,4.92155231768265e-05,0.0313618653965851
1602,DOD,USAF,Rickenbacker ANGB,Installation,CLASS D/G,NATIONAL SECURITY,OH,20230512-DOD-Rickenbacker ANGB-Installation,"Primary: Airfield Management: 614-492-3513; Emergency: Airfield Management: 614-492-3513",Surface,400' AGL,FRANKLIN,0.000145006364846267,0.0653467732868305
1603,DOJ,BUREAU OF PRISONS,Mendota,FCI Mendota 1,CLASS D,NATIONAL SECURITY,CA,20230517-DOJ-FCI Mendoata 1,Control Center (559) 274-4000,Surface,400' AGL,FRESNO,6.16229431216198e-05,0.0317115663605112
1604,DOJ,BUREAU OF PRISONS,Mendota,FCI Mendota 2,CLASS D,NATIONAL SECURITY,CA,20230517-DOJ-FCI Mendota 2,Control Center (559) 274-4000,Surface,400' AGL,FRESNO,6.53544457236421e-05,0.0323428216291047
1605,DOD,USAF,Toledo Express AP,Installation,CLASS C,NATIONAL SECURITY,OH,20230517-DOD-Toledo Express AP-Installation,"Airfield Manager: Com (419)868-4031, DSN 580-4031",Surface,400' AGL,LUCAS,5.50887330064143e-05,0.0471014932427087
1606,DOJ,BUREAU OF PRISONS,Danbury,FCI Danbury 1,CLASS D,NATIONAL SECURITY,CT,20230517-DOJ-FCI Danbury 1,Control Center (203) 743-6471,Surface,400' AGL,FAIRFIELD,0.000120059848086385,0.0576121893417589
1607,DOJ,BUREAU OF PRISONS,Danbury,FCI Danbury 2,CLASS D,NATIONAL SECURITY,CT,20230517-DOJ-FCI Danbury 2,Control Center (203) 743-6471,Surface,400' AGL,FAIRFIELD,2.68665712610527e-06,0.00699089374774172
1608,DOJ,BUREAU OF PRISONS,Dublin,FCI Dublin,CLASS D,NATIONAL SECURITY,CA,20230517-DOJ-Dublin-FCI Dublin,Control Center (925) 833-7500,Surface,400' AGL,ALAMEDA,0.000414266746247449,0.0972045825325012
1609,DOJ,BUREAU OF PRISONS,Berlin,FCI Berlin 1,CLASS D,NATIONAL SECURITY,NH,20230517-DOJ-FCI Berlin 1,Control Center (603) 342-4000,Surface,400' AGL,COOS,0.000109031716647223,0.0537117761619869
1610,DOJ,BUREAU OF PRISONS,Berlin,FCI Berlin 2,CLASS D,NATIONAL SECURITY,NH,20230517-DOJ-FCI Berlin 2,Control Center (603) 342-4000,Surface,400' AGL,COOS,0.000161520663368719,0.0694756825582545
1611,DOJ,BUREAU OF PRISONS,Berlin,FCI Berlin 3,CLASS D,NATIONAL SECURITY,NH,20230517-DOJ-FCI Berlin 3,Control Center (603) 342-4000,Surface,400' AGL,COOS,4.12263927955792e-05,0.0292478545921912
1612,DOJ,BUREAU OF PRISONS,Berlin,FCI Berlin 4,CLASS D,NATIONAL SECURITY,NH,20230517-DOJ-FCI Berlin 4,Control Center (603) 342-4000,Surface,400' AGL,COOS,2.29149691222119e-06,0.00787758137044333
1613,DOJ,BUREAU OF PRISONS,Miami,FCI Miami,CLASS D,NATIONAL SECURITY,FL,20230524-DOJ-Miami-FCI Miami 1,Control Center (305) 259-2100,Surface,400' AGL,MIAMI-DADE,7.803435482856e-05,0.0376479930638158
1614,DOJ,BUREAU OF PRISONS,Miami,FCI Miami,CLASS D,NATIONAL SECURITY,FL,20230524-DOJ-Miami-FCI Miami 2,Control Center (305) 259-2100,Surface,400' AGL,MIAMI-DADE,3.13709529109474e-06,0.00709081105341416
1615,DOJ,BUREAU OF PRISONS,Edgefield,FCI Edgefield,CLASS D,NATIONASL SECURITY,SC,20230524-DOJ-Edgefield-FCI Edgefield,Control Center ( 803) 637-1500,Surface,400' AGL,EDGEFIELD,9.44626190175768e-05,0.0424365889183022
1616,DOJ,BUREAU OF PRISONS,Memphis,FCI Memphis,CLASS D,NATIOANL SECURITY,TN,20230605-DOJ-FCI Memphis 1,Control Center (901) 372-2269,Surface,400' AGL,SHELBY,4.43404478573939e-05,0.0331073470169651
1617,DOJ,BUREAU OF PRISONS,Memphis,FCI Memphis,CLASS D,NATIONAL SECURITY,TN,20230605-DOJ-FCI Memphis 2,Control Center (901) 372-2269,Surface,400' AGL,SHELBY,1.79657083663187e-05,0.0181839021856346
1618,DOJ,BUREAU OF PRISONS,Otisville,FCI Otisville,CLASS D,NATIONAL SECURITY,NY,20230605-DOJ-FCI Otisville,Control Center (845) 386-6700,Surface,400' AGL,ORANGE,0.000100309152458067,0.0395661430004491
1619,DOD,USAF,Rosecrans Memorial,Installation 1,CLASS D,NATIONAL SECURITY,MO,20230608-DOD-Rosecrans Memorial-Installation 1,Airfield Management: 816-236-3596  Emergency: BDOC: 816-236-3477,Surface,400' AGL,BUCHANAN,3.81692734663375e-06,0.00797456232058622
1620,DOD,USAF,Rosecrans Memorial,Installation 2,CLASS D,NATIONAL SECURITY,MO,20230608-DOD-Rosecrans Memorial-Installation 2,Airfield Management: 816-236-3596  Emergency: BDOC: 816-236-3477,Surface,400' AGL,BUCHANAN,3.63951510280458e-05,0.0253544150856141
1621,DOD,USAF,Rosecrans Memorial,Installation 3,CLASS D,NATIONAL SECURITY,MO,20230608-DOD-Rosecrans Memorial-Installation 3,Airfield Management: 816-236-3596  Emergency: BDOC: 816-236-3477,Surface,400' AGL,BUCHANAN,0.000120927827538253,0.0442647905306502
1622,DOD,USAF,Rosecrans Memorial,Installation 4,CLASS D,NATIONAL SECURITY,MO,20230608-DOD-Rosecrans Memorial-Installation 4,Airfield Management: 816-236-3596  Emergency: BDOC: 816-236-3477,Surface,400' AGL,BUCHANAN,5.52345939013321e-05,0.0376596795500268
1623,DOJ,BUREAU OF PRISONS,Ashland,FCI Ashland 1,CLASS D,NATIONAL SECURITY,KY,20230608-DOJ-Ashland-FCI Ashland 1,Control Center (606) 928-6414,Surface,400' AGL,BOYD,2.8634025284191e-05,0.0293689879051465
1624,DOJ,BUREAU OF PRISONS,Ashland,FCI Ashland 2,CLASS D,NATIONAL SECURITY,KY,20230608-DOJ-Ashland-FCI Ashland 2,Control Center (606) 928-6414,Surface,400' AGL,BOYD,2.81131688097958e-05,0.0212755301872426
1625,DOJ,BUREAU OF PRISONS,Ray Brook,FCI Ray Brook,CLASS C,NATIONAL SECURITY,NY,20230608-DOJ-Ray Brook-FCI Ray Brook,Control Center  (518) 897-4000,Surface,400' AGL,ESSEX,7.32432838503883e-05,0.0443474960786529
1626,DOJ,BUREAU OF PRISONS,McKean,FCI McKean,CLASS D,NATIONAL SECURITY,PA,20230609-DOJ-McKean-FCI McKean,Control Center (814) 362-8900,Surface,400' AGL,MCKEAN,7.51980496715987e-05,0.0371603943839093
1627,DOD,USAF,Boise ANGB,Installation 1,CLASS C,NATIONAL SECURITY,ID,20230615-DOD-Boise ANGB-Installation 1,"Airspace: 208-422-6469; Command Post:  208-422-5366",Surface,400' AGL,ADA,1.68518281498109e-05,0.0166520144452066
1628,DOD,USAF,Boise ANGB,Installation 2,CLASS C,NATIONAL SECURITY,ID,20230615-DOD-Boise ANGB-Installation 2,"Airspace: 208-422-6469; Command Post:  208-422-5366",Surface,400' AGL,ADA,0.000247961834702437,0.0968606997529907
1629,DOJ,BUREAU OF PRISONS,Schuylkill,FCI Schuylkill,CLASS D,NATIONAL SECURITY,PA,20230621-DOJ-Schuylkill-FCI Schuylkill,Control Center (570) 544-7100,Surface,400' AGL,SCHUYLKILL,0.000145028735460073,0.0537254502043194
1630,DOJ,BUREAU OF PRISONS,Sheridan,FCI Sheridan,CLASS D,NATIONAL SECURITY,OR,20230621-DOJ-Sheridan-FCI Sheridan 1,Control Center (503) 843-4442,Surface,400' AGL,YAMHILL,8.36752160466858e-05,0.0449014343534384
1631,DOJ,BUREAU OF PRISONS,Sheridan,FCI Sheridan,CLASS D,NATIONAL SECURITY,OR,20230621-DOJ-Sheridan-FCI Sheridan 2,Control Center (503) 843-4442,Surface,400' AGL,YAMHILL,3.54006988345645e-06,0.00983840719798298
1632,DOJ,BUREAU OF PRISONS,Rochester,FMC Rochester,CLASS G,NATIONAL SECURITY,MN,20230621-DOJ-Rochester-FMC Rochester 1,Control Center (507) 287-0674,Surface,400' AGL,OLMSTED,2.3903942292236e-06,0.00708292416586818
1633,DOJ,BUREAU OF PRISONS,Rochester,FMC Rochester,CLASS G,NATIONAL SECURITY,MN,20230621-DOJ-Rochester-FMC Rochester 2,Control Center (507) 287-0674,Surface,400' AGL,OLMSTED,2.07499595035188e-05,0.0188770409659164
1634,DOJ,BUREAU OF PRISONS,Rochester,FMC Rochester,CLASS G,NATIONAL SECURITY,MN,20230621-DOJ-Rochester-FMC Rochester 3,Control Center (507) 287-0674,Surface,400' AGL,OLMSTED,6.75206820233143e-07,0.00358021604302898
1635,DOJ,BUREAU OF PRISONS,Springfield,MCFP Springfield,CLASS C,NATIONAL SECURITY,MO,20230621-DOJ-Springfield-MCFP Springfield,Control Center (417) 862-7041,Surface,400' AGL,GREENE,0.000104989657074839,0.041079119995107
1636,DOJ,BUREAU OF PRISONS,La Tuna,FCI La Tuna,CLASS D,NATIONAL SECURITY,TX,20230626-DOJ-FCI La Tuna,Control Center (915) 791-9000,Surface,400' AGL,EL PASO,0.000248624401820052,0.063394115032318
1637,DOD,USAF,Harrisburg ANGB,Installation,CLASS D/G,NATIONAL SECURITY,PA,20230626-DOD-Harrisburg ANGB-Installation,"Airfield Management: 717-948-2313; BDOC: 717-948-2454",Surface,400' AGL,DAUPHIN,1.93576315723476e-05,0.0186974244006777
1638,DOD,USA,,CANX,CLASS E,NATIONAL SECURITY,MD,20230718-DOD-CANX,3016887965,Surface,400' AGL,HOWARD,1.03289278285956e-05,0.0140930899933835
1639,DOD,USA,,NBP1,CLASS E,NATIONAL SECURITY,MD,20230718-DOD-NBP1,3016887965,Surface,400' AGL,ANNE ARUNDEL,5.35716753802262e-06,0.0143427492257441
1640,DOD,USA,,NBP140,CLASS E,NATIONAL SECURITY,MD,20230718-DOD-NBP140,3016887965,Surface,400' AGL,ANNE ARUNDEL,3.00999840874283e-06,0.00848590863640132
1641,DOD,USA,,NBP314,CLASS E,NATIONAL SECURITY,MD,20230718-DOD-NBP314,3016887965,Surface,400' AGL,ANNE ARUNDEL,1.73084936250234e-05,0.022914596253564
